Region,SubRegion,Country/Territory,Type of offence,Year,Drugs,Total,Males,Females,Unknown/Other/ Third/Intersex,Adults,Juveniles,Specify year
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,Cannabis-type,1984.0,1807.0,177.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,Opioids,0.0,0.0,0.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,"Cocaine (base, paste and salts)",124.0,116.0,8.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,ATS,9149.0,7363.0,1786.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,Hallucinogens,11.0,10.0,1.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,Ketamine and phencyclidine-type substances,2.0,2.0,0.0,,,,
,,,,,,,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2016,All illicit drugs,1554.0,1338.0,216.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2016,Cannabis-type,379.0,347.0,32.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2016,Opioids,0.0,0.0,0.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2016,"Cocaine (base, paste and salts)",17.0,13.0,4.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2016,ATS,1138.0,960.0,178.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2016,Hallucinogens,9.0,8.0,1.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2016,Ketamine and phencyclidine-type substances,11.0,10.0,1.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2014,All illicit drugs,11868.0,9693.0,2175.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2014,Cannabis-type,1577.0,1437.0,140.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2014,Opioids,,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2014,Cocaine-type,48.0,43.0,5.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2014,ATS,10233.0,8206.0,2027.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2014,Hallucinogens,10.0,7.0,3.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2014,Ketamine and phencyclidine-type substances,8.0,8.0,0.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2014,All illicit drugs,279.0,201.0,78.0,,279.0,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2014,Cannabis-type,40.0,35.0,5.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2014,Opioids,2.0,1.0,1.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2014,Cocaine-type,10.0,8.0,2.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2014,ATS,189.0,128.0,61.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2014,Hallucinogens,1.0,1.0,0.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2014,Ketamine and phencyclidine-type substances,6.0,6.0,0.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2015,All illicit drugs,12261.0,10050.0,2211.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2015,Cannabis-type,1898.0,1750.0,148.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2015,Opioids,5.0,4.0,1.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2015,Cocaine-type,79.0,70.0,9.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2015,ATS,10262.0,8214.0,2048.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2015,Hallucinogens,12.0,9.0,3.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2015,All illicit drugs,222.0,181.0,41.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2015,Cannabis-type,61.0,56.0,5.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2015,Opioids,0.0,0.0,0.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2015,Cocaine-type,6.0,5.0,1.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2015,ATS,137.0,106.0,31.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2015,Hallucinogens,5.0,4.0,1.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2015,Other substances not under int. control,13.0,10.0,3.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2017,All illicit drugs,11463.0,9433.0,2030.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2017,Cannabis-type,2456.0,2226.0,230.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2017,Opioids,19.0,7.0,12.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2017,"Cocaine (base, paste and salts)",156.0,134.0,22.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2017,ATS,8810.0,7045.0,1765.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2017,Hallucinogens,14.0,13.0,1.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2017,Ketamine and phencyclidine-type substances,8.0,8.0,0.0,,,,
,,,,,,,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2017,All illicit drugs,1937.0,1645.0,292.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2017,Cannabis-type,552.0,508.0,44.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2017,Opioids,2.0,1.0,1.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2017,"Cocaine (base, paste and salts)",21.0,17.0,4.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2017,ATS,1345.0,1105.0,240.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2017,Hallucinogens,8.0,7.0,1.0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2017,Ketamine and phencyclidine-type substances,9.0,7.0,2.0,,,,
,,,,,,,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2018,All illicit drugs,13862.0,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2018,Cannabis-type,3578.0,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2018,Opioids,10.0,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2018,Cocaine-type,197.0,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2018,ATS,9868.0,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2018,All illicit drugs,312.0,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2018,Cannabis-type,63.0,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2018,Cocaine-type,32.0,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2018,ATS,157.0,,,,,,
Asia,Near and Middle East/ South-West Asia,Jordan,Offences related to drug use and/or drug possession,2014,All illicit drugs,13005.0,12859.0,146.0,,,,
Asia,Near and Middle East/ South-West Asia,Jordan,Offences related to drug trafficking,2014,All illicit drugs,1172.0,1156.0,16.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2014,All illicit drugs,2568.0,2292.0,276.0,,2568.0,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2014,Cannabis-type,2464.0,2199.0,265.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2014,Opioids,92.0,83.0,9.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2014,Cocaine-type,11.0,9.0,2.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2014,ATS,1.0,1.0,0.0,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2014,All illicit drugs,150.0,132.0,18.0,,150.0,0.0,
Africa,East Africa,Kenya,Offences related to drug trafficking,2014,Cannabis-type,136.0,120.0,16.0,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2014,Opioids,10.0,9.0,1.0,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2014,Cocaine-type,4.0,3.0,1.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2016,All illicit drugs,1796.0,,,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2016,Cannabis-type,1758.0,,,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2016,Opioids,25.0,,,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2016,Cocaine-type,2.0,,,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2016,All illicit drugs,205.0,,,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2016,Cannabis-type,175.0,,,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2016,Opioids,17.0,,,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2016,Cocaine-type,8.0,,,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2016,ATS,4.0,,,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2016,Benzodiazepines,11.0,,,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2016,Benzodiazepines,1.0,,,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2015,All illicit drugs,3751.0,3156.0,595.0,,3751.0,0.0,
Africa,East Africa,Kenya,Offences related to drug trafficking,2015,Cannabis-type,3585.0,3012.0,573.0,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2015,Opioids,148.0,129.0,19.0,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2015,Cocaine-type,5.0,5.0,0.0,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2015,ATS,3.0,1.0,2.0,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2015,Benzodiazepines,10.0,10.0,1.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2018,All illicit drugs,1357.0,1267.0,116.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2018,Cannabis-type,1338.0,1254.0,84.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2018,Opioids,21.0,14.0,7.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2018,Cocaine-type,9.0,4.0,5.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2018,ATS,2.0,1.0,1.0,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2019,All illicit drugs,2087.0,1939.0,148.0,,2087.0,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2019,Cannabis-type,2033.0,1900.0,133.0,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2019,Opioids,45.0,29.0,15.0,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2019,Cocaine-type,7.0,7.0,0.0,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2019,ATS,1.0,1.0,1.0,,,,
Africa,East Africa,Kenya,Offences related to drug trafficking,2019,Other miscellaneous,1.0,1.0,0.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2017,All illicit drugs,4459.0,3858.0,601.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2017,Cannabis-type,4383.0,3798.0,585.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2017,Opioids,49.0,40.0,9.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2017,Cocaine-type,25.0,18.0,7.0,,,,
Africa,East Africa,Kenya,Offences related to drug use and/or drug possession,2017,Ketamine and phencyclidine-type substances,2.0,2.0,0.0,,,,
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Offences related to drug use and/or drug possession,2017,All illicit drugs,6.0,,,,,,
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Offences related to drug trafficking,2017,All illicit drugs,1190.0,1148.0,42.0,,1178.0,12.0,
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Offences related to drug trafficking,2018,All illicit drugs,1252.0,1207.0,45.0,,1237.0,15.0,
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Offences related to drug use and/or drug possession,2016,All illicit drugs,8853.0,8313.0,540.0,,816.0,34.0,
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Offences related to drug trafficking,2016,All illicit drugs,8841.0,8033.0,508.0,,8828.0,13.0,
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Offences related to drug trafficking,2015,All illicit drugs,1259.0,1204.0,55.0,,1243.0,16.0,
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Offences related to drug trafficking,2014,All illicit drugs,1336.0,1283.0,53.0,,1322.0,14.0,
Europe,Western and Central Europe,Latvia,Offences related to drug use and/or drug possession,2015,All illicit drugs,1366.0,1159.0,207.0,,1337.0,29.0,
Europe,Western and Central Europe,Latvia,Offences related to drug trafficking,2015,All illicit drugs,543.0,447.0,96.0,,517.0,26.0,
Europe,Western and Central Europe,Latvia,Offences related to drug use and/or drug possession,2014,All illicit drugs,803.0,675.0,128.0,,788.0,15.0,
Europe,Western and Central Europe,Latvia,Offences related to drug trafficking,2014,All illicit drugs,392.0,304.0,88.0,,383.0,9.0,
Europe,Western and Central Europe,Latvia,Offences related to drug use and/or drug possession,2016,All illicit drugs,1475.0,1290.0,185.0,,1444.0,31.0,
Europe,Western and Central Europe,Latvia,Offences related to drug trafficking,2016,All illicit drugs,646.0,551.0,95.0,,627.0,19.0,
Europe,Western and Central Europe,Latvia,Offences related to drug use and/or drug possession,2018,All illicit drugs,1696.0,1434.0,262.0,,1641.0,55.0,
Europe,Western and Central Europe,Latvia,Offences related to drug trafficking,2018,All illicit drugs,442.0,358.0,84.0,,427.0,15.0,
Europe,Western and Central Europe,Latvia,Offences related to drug use and/or drug possession,2017,All illicit drugs,1184.0,1026.0,158.0,,1147.0,37.0,
Europe,Western and Central Europe,Latvia,Offences related to drug trafficking,2017,All illicit drugs,548.0,462.0,86.0,,529.0,19.0,
Europe,Western and Central Europe,Latvia,Offences related to drug use and/or drug possession,2019,All illicit drugs,1194.0,1030.0,164.0,,1149.0,45.0,
Europe,Western and Central Europe,Latvia,Offences related to drug trafficking,2019,All illicit drugs,496.0,432.0,64.0,,477.0,19.0,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug trafficking,2017,All illicit drugs,1018.0,1018.0,,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2017,All illicit drugs,3523.0,3461.0,62.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2017,Cannabis-type,2067.0,2044.0,23.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2017,Opioids,159.0,158.0,6.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2017,Cocaine-type,342.0,333.0,9.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2017,ATS,4.0,3.0,1.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2017,Hallucinogens,186.0,183.0,3.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2017,Other substances not under int. control,475.0,466.0,9.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2017,Multiple Drugs,285.0,274.0,11.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2018,All illicit drugs,2834.0,2800.0,34.0,,2743.0,91.0,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2018,Cannabis-type,1410.0,1400.0,10.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2018,Opioids,109.0,108.0,1.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2018,Cocaine-type,231.0,228.0,3.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2018,ATS,139.0,139.0,0.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2018,Hallucinogens,278.0,275.0,3.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2018,Other substances not under int. control,146.0,146.0,,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2018,Multiple Drugs,521.0,504.0,17.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2018,All illicit drugs,906.0,906.0,,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2019,All illicit drugs,2835.0,2783.0,52.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2019,Cannabis-type,1312.0,1289.0,23.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2019,Opioids,94.0,93.0,1.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2019,Cocaine-type,337.0,327.0,10.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2019,ATS,85.0,84.0,1.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2019,Hallucinogens,139.0,191.0,2.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2019,Other substances not under int. control,2.0,2.0,,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2019,Multiple Drugs,629.0,616.0,13.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug trafficking,2019,All illicit drugs,1140.0,1140.0,,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2015,All illicit drugs,2781.0,2717.0,64.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2015,Opioids,215.0,212.0,3.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2015,Cocaine-type,565.0,547.0,18.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2015,ATS,85.0,85.0,,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2015,Hallucinogens,7.0,7.0,,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2015,Non-specified substances not under int. control,188.0,184.0,4.0,,,,
Asia,Near and Middle East/ South-West Asia,Lebanon,Offences related to drug use and/or drug possession,2015,Marijuana (herb),3.0,2.0,1.0,,,,
Europe,Western and Central Europe,Liechtenstein,Offences related to drug use and/or drug possession,2014,All illicit drugs,127.0,102.0,25.0,,96.0,31.0,
Europe,Western and Central Europe,Liechtenstein,Offences related to drug use and/or drug possession,2016,All illicit drugs,148.0,125.0,23.0,,120.0,28.0,
Europe,Western and Central Europe,Liechtenstein,Offences related to drug use and/or drug possession,2018,All illicit drugs,202.0,166.0,36.0,,137.0,65.0,
Europe,Western and Central Europe,Liechtenstein,Offences related to drug use and/or drug possession,2019,All illicit drugs,202.0,166.0,36.0,,137.0,65.0,
Europe,Western and Central Europe,Lithuania,Offences related to drug use and/or drug possession,2019,All illicit drugs,1878.0,1755.0,123.0,,1777.0,101.0,
Europe,Western and Central Europe,Lithuania,Offences related to drug trafficking,2019,All illicit drugs,576.0,486.0,90.0,,542.0,34.0,
Europe,Western and Central Europe,Lithuania,Offences related to drug use and/or drug possession,2017,All illicit drugs,1782.0,,,,,,
Europe,Western and Central Europe,Lithuania,Offences related to drug trafficking,2017,All illicit drugs,601.0,,,,,,
Europe,Western and Central Europe,Lithuania,Offences related to drug use and/or drug possession,2016,All illicit drugs,743.0,,,,,,
Europe,Western and Central Europe,Lithuania,Offences related to drug trafficking,2016,All illicit drugs,249.0,,,,,,
Europe,Western and Central Europe,Lithuania,Offences related to drug use and/or drug possession,2014,All illicit drugs,1280.0,1129.0,151.0,,1224.0,56.0,
Europe,Western and Central Europe,Lithuania,Offences related to drug trafficking,2014,All illicit drugs,466.0,420.0,46.0,,446.0,20.0,
Europe,Western and Central Europe,Lithuania,Offences related to drug use and/or drug possession,2015,All illicit drugs,1330.0,1174.0,156.0,,1246.0,84.0,
Europe,Western and Central Europe,Lithuania,Offences related to drug trafficking,2015,All illicit drugs,391.0,374.0,17.0,,389.0,2.0,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2015,All illicit drugs,2792.0,2428.0,364.0,,2478.0,314.0,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2015,Cannabis-type,1047.0,969.0,78.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2015,Opioids,145.0,126.0,19.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2015,Cocaine salts,165.0,151.0,14.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2015,ATS,12.0,12.0,0.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2015,All illicit drugs,307.0,290.0,17.0,,273.0,34.0,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2015,Cannabis-type,102.0,98.0,4.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2015,Opioids,46.0,40.0,6.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2015,Cocaine-type,63.0,62.0,1.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2015,ATS,2.0,2.0,0.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2016,All illicit drugs,3345.0,2906.0,439.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2016,All illicit drugs,383.0,,,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2017,All illicit drugs,2454.0,2193.0,261.0,,2130.0,317.0,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2017,Cannabis-type,1224.0,1132.0,92.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2017,Opioids,65.0,59.0,6.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2017,Cocaine-type,212.0,198.0,14.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2017,ATS,37.0,34.0,3.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2017,Hallucinogens,2.0,2.0,0.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2017,All illicit drugs,389.0,371.0,18.0,,335.0,54.0,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2017,Cannabis-type,159.0,153.0,6.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2017,Opioids,21.0,19.0,2.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2017,Cocaine-type,83.0,78.0,5.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2017,ATS,11.0,9.0,2.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2018,All illicit drugs,2212.0,1922.0,220.0,,1991.0,221.0,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2018,Cannabis-type,970.0,901.0,69.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2018,Opioids,71.0,65.0,6.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2018,Cocaine-type,202.0,192.0,10.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2018,ATS,10.0,8.0,2.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2018,Hallucinogens,14.0,13.0,1.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2018,Other Plant-based substances,3.0,2.0,1.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2018,Plant-based NPS,2.0,2.0,,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2018,All illicit drugs,312.0,307.0,5.0,,302.0,10.0,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2018,Cannabis-type,111.0,110.0,1.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2018,Opioids,26.0,25.0,1.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2018,Cocaine-type,99.0,97.0,2.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2018,ATS,5.0,5.0,,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2018,Hallucinogens,7.0,7.0,,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2019,All illicit drugs,2475.0,2103.0,372.0,,2254.0,217.0,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2019,Cannabis-type,1383.0,1246.0,137.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2019,Opioids,503.0,357.0,146.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2019,Cocaine-type,687.0,51.0,136.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2019,ATS,63.0,57.0,6.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2019,Hallucinogens,17.0,17.0,0.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2019,All illicit drugs,289.0,276.0,13.0,,274.0,15.0,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2019,Cannabis-type,118.0,112.0,6.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2019,Opioids,48.0,43.0,5.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2019,Cocaine-type,150.0,146.0,4.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2019,ATS,14.0,14.0,0.0,,,,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2019,Hallucinogens,2.0,2.0,0.0,,,,
Africa,East Africa,Madagascar,Offences related to drug trafficking,2017,All illicit drugs,244.0,202.0,42.0,,240.0,4.0,
Africa,East Africa,Madagascar,Offences related to drug trafficking,2017,Cannabis-type,234.0,194.0,39.0,,,,
Africa,East Africa,Madagascar,Offences related to drug trafficking,2017,Opioids,7.0,5.0,3.0,,,,
Africa,East Africa,Madagascar,Offences related to drug trafficking,2017,Cocaine-type,3.0,3.0,,,,,
Africa,East Africa,Madagascar,Offences related to drug use and/or drug possession,2016,All illicit drugs,486.0,413.0,73.0,,,,
