"TIME","GEO","SEX","AGE","UNIT","ISCED11","Value","Flag and Footnotes"
"2017","Slovakia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.5",""
"2017","Slovakia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","Slovakia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","Slovakia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.7",""
"2017","Hungary","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","21.1",""
"2017","Hungary","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","78.9",""
"2017","Hungary","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.0",""
"2017","Hungary","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","Hungary","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","Hungary","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.9",""
"2017","Czechia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","12.1",""
"2017","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","87.9",""
"2017","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.5",""
"2017","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","Czechia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","21.4",""
"2017","Croatia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.9",""
"2017","Croatia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.1",""
"2017","Croatia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.6",""
"2017","Croatia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","Croatia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","Croatia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.6",""
"2017","Montenegro","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.5",""
"2017","Montenegro","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.5",""
"2017","Montenegro","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.0",""
"2017","Montenegro","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","Montenegro","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","Montenegro","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.6",""
"2017","Serbia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.0",""
"2017","Serbia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","77.0",""
"2017","Serbia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.2",""
"2017","Serbia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","Serbia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","Serbia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","19.8",""
"2017","North Macedonia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.0",""
"2017","North Macedonia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","68.0",""
"2017","North Macedonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","50.1",""
"2017","North Macedonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","North Macedonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","North Macedonia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","18.0",""
"2017","Türkiye","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","63.4",""
"2017","Türkiye","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","36.6",""
"2017","Türkiye","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","20.0",""
"2017","Türkiye","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","Türkiye","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","Türkiye","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","16.6",""
"2017","Italy","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","40.9",""
"2017","Italy","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","59.1",""
"2017","Italy","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.6",""
"2017","Italy","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","Italy","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","Italy","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","16.5",""
"2017","Romania","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","27.0",""
"2017","Romania","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","73.0",""
"2017","Romania","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.7",""
"2017","Romania","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","Romania","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","Romania","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","15.3",""
"2017","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.0",""
"2017","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","74.0",""
"2017","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.1",""
"2017","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.9",""
"2017","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.1",""
"2017","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.9",""
"2017","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.7",""
"2017","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","29.2",""
"2017","United Kingdom","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","20.0",""
"2017","United Kingdom","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.0",""
"2017","United Kingdom","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.3",""
"2017","United Kingdom","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2017","United Kingdom","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2017","United Kingdom","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","38.7",""
"2018","Ireland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","21.5",""
"2018","Ireland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","78.5",""
"2018","Ireland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.0",""
"2018","Ireland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Ireland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Ireland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","40.5",""
"2018","Luxembourg","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","27.6",""
"2018","Luxembourg","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","72.4",""
"2018","Luxembourg","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","34.2",""
"2018","Luxembourg","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Luxembourg","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Luxembourg","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","38.3",""
"2018","Cyprus","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","21.9",""
"2018","Cyprus","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","78.1",""
"2018","Cyprus","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.7",""
"2018","Cyprus","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Cyprus","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Cyprus","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","39.4",""
"2018","Finland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","17.7",""
"2018","Finland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","82.3",""
"2018","Finland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","45.1",""
"2018","Finland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Finland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Finland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","37.3",""
"2018","Switzerland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","17.2",""
"2018","Switzerland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","82.8",""
"2018","Switzerland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","45.0",""
"2018","Switzerland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Switzerland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Switzerland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","37.7",""
"2018","Norway","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.9",""
"2018","Norway","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","76.1",""
"2018","Norway","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.6",""
"2018","Norway","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Norway","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Norway","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","37.5",""
"2018","Lithuania","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","11.7",""
"2018","Lithuania","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","88.3",""
"2018","Lithuania","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.3",""
"2018","Lithuania","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Lithuania","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Lithuania","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","36.1",""
"2018","Sweden","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","20.9","b"
"2018","Sweden","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","79.1","b"
"2018","Sweden","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.0","b"
"2018","Sweden","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Sweden","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Sweden","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","37.1","b"
"2018","Belgium","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.3",""
"2018","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","73.7",""
"2018","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","37.7",""
"2018","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Belgium","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","36.0",""
"2018","Iceland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","29.0",""
"2018","Iceland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.0",""
"2018","Iceland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","34.5",""
"2018","Iceland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Iceland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Iceland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","36.5",""
"2018","Netherlands","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.0",""
"2018","Netherlands","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","74.0",""
"2018","Netherlands","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.9",""
"2018","Netherlands","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Netherlands","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Netherlands","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","33.0",""
"2018","Spain","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","40.8",""
"2018","Spain","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","59.2",""
"2018","Spain","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","25.2",""
"2018","Spain","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Spain","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Spain","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","34.0",""
"2018","France","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","24.4",""
"2018","France","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","75.6",""
"2018","France","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.8",""
"2018","France","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","France","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","France","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","32.8",""
"2018","Estonia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","17.9",""
"2018","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","82.1",""
"2018","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","48.0",""
"2018","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Estonia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","34.1",""
"2018","Denmark","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.5",""
"2018","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","73.5",""
"2018","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.9",""
"2018","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Denmark","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","32.6",""
"2018","Latvia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","15.3",""
"2018","Latvia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","84.7",""
"2018","Latvia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.7",""
"2018","Latvia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Latvia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Latvia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","30.1",""
"2018","Slovenia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","16.4",""
"2018","Slovenia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","83.6",""
"2018","Slovenia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.9",""
"2018","Slovenia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Slovenia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Slovenia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.7",""
"2018","Austria","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","18.9",""
"2018","Austria","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","81.1",""
"2018","Austria","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","51.0",""
"2018","Austria","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Austria","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Austria","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","30.1",""
"2018","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.7",""
"2018","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.3",""
"2018","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.4",""
"2018","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.9",""
"2018","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.3",""
"2018","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","73.7",""
"2018","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.5",""
"2018","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.1",""
"2018","Poland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","13.5",""
"2018","Poland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","86.5",""
"2018","Poland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.3",""
"2018","Poland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Poland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Poland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.2",""
"2018","Greece","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.7",""
"2018","Greece","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.3",""
"2018","Greece","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.6",""
"2018","Greece","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Greece","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Greece","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.7",""
"2018","Malta","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","41.0",""
"2018","Malta","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","59.0",""
"2018","Malta","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","34.4",""
"2018","Malta","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Malta","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Malta","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.6",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.6",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.4",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.2",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational",":",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.2",""
"2018","Bulgaria","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","21.5",""
"2018","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","78.5",""
"2018","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.6",""
"2018","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",":",""
